퍼블리싱,아티스트,Nation,Artist,Artist Native,음반,Album,규모,해외,트랙,음원,ver.,feat.,Track,Track Native,장르,속도,비트,전자,보컬,성별,행위,가사,종교,공간,시대,시간,스타일,명암,대중,음량,백엔드,빅데이터,행정,디자이너,,시간,청음,dB(R) 1.0,dB(R) 1.1,기획사,작곡,편곡,작사,실연,가사,음반 관리번호,음원 관리번호,비디오 관리번호,ISRC,UCI,바코드
2023-03-06,권슬,,Kwan Sule,,"가려던길, 사이",Lose on One's Way,-,TRUE,2,"가려던길, 사이",inst.,,Lose on One's Way,,발라드,2,3,2,1,,-,-,-,3,현대,2,록,4,2,5,0,0,0,0,0,03:17,54.9,55.08,,슬기로운 예술사회,"Zoo's, 권슬","Zoo's, 권슬, 황주현",,"권슬, 박호찬",,KEIS-0000-0200S,KEIS-0000-0201,,QZTAZ2403096,uci:i500-1000009722914.100065899400-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,1,No.1,,,No.1,,OST,4,3,4,2,,랩,일반,-,3,현대,3,일반,4,1,5,0,0,0,0,0,02:35,56.41,56.48,,슬기로운 예술사회,"권슬, Zoo's, 황주현, 김명수","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0202,,,uci:i500-1000009789844.100066210499-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,2,No.2,,,No.2,,OST,4,4,4,2,,랩,일반,-,3,현대,3,일반,4,1,5,0,0,0,0,0,03:10,57.73,57.8,,슬기로운 예술사회,"권슬, Zoo's, 황주현, 김명수","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0203,,,uci:i500-1000009789844.100066210500-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,3,No.3,,,No.3,,OST,2,2,3,2,,랩,일반,-,2,현대,2,일반,4,1,5,0,0,0,0,0,02:29,56.13,56.26,,슬기로운 예술사회,"권슬, Zoo's 황주현","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0204,,,uci:i500-1000009789844.100066210501-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,4,No.4,,,No.4,,OST,3,3,3,3,,랩,일반,-,3,고동,3,일반,5,2,5,0,0,0,0,0,02:37,55.9,56.02,,슬기로운 예술사회,"권슬, Zoo's","Zoo's, 권슬",,,,KEIS-0000-0202S,KEIS-0000-0205,,,uci:i500-1000009789844.100066210502-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,5,No.5,, ,No.5,,OST,4,4,3,1,,-,-,-,3,고동,2,일반,3,2,5,0,0,0,0,0,00:52,56.15,56.44,,슬기로운 예술사회,{한국민요},Zoo's,,,,KEIS-0000-0202S,KEIS-0000-0206,,,uci:i500-1000009789844.100066210503-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,6,No.6,,,No.6,,OST,2,3,4,1,,-,-,-,3,고동,4,일반,4,1,5,0,0,0,0,0,02:15,56.21,56.39,,슬기로운 예술사회,"권슬, Zoo's","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0207,,,uci:i500-1000009789844.100066210504-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,7,No.7,,,No.7,,OST,3,3,3,3,,랩,일반,-,3,현대,3,일반,3,2,5,0,0,0,0,0,03:25,56.72,56.76,,슬기로운 예술사회,"권슬, Zoo's","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0208,,,uci:i500-1000009789844.100066210505-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,8,No.8,,,No.8,,OST,3,3,3,3,,랩,일반,-,3,현대,3,일반,3,1,5,0,0,0,0,0,01:55,56.85,56.96,,슬기로운 예술사회,"권슬, Zoo's 황주현","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0209,,,uci:i500-1000009789844.100066210506-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,9,No.9,,,No.9,,OST,2,4,3,2,,랩,일반,-,3,현대,2,일반,4,1,5,0,0,0,0,0,02:26,57.86,57.91,,슬기로운 예술사회,"권슬, Zoo's","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0210,,,uci:i500-1000009789844.100066210507-1,
2023-03-20,슬기로운 예술사회,,Wise Art Society,,보라빛 쉼표,Purple Light,정규,TRUE,10,No.10,,,No.10,,OST,4,4,3,3,,랩,일반,-,3,현대,3,일반,2,2,5,0,0,0,0,0,03:20,58.62,58.22,,슬기로운 예술사회,"권슬, Zoo's 황주현","Zoo's, 권슬, 황주현",,,,KEIS-0000-0202S,KEIS-0000-0211,,,uci:i500-1000009789844.100066210508-1,
2023-03-27,조이킴,,JOY KIM,,ARIRANG,ARIRANG,EP,TRUE,1,아리랑,,,ARIRANG,,국악,2,4,3,5,,노래,-,-,4,고동,3,일반,3,3,5,0,0,0,0,0,04:17,,,,워터투와인,{한국민요},"조이킴, 김백찬, 배예진",,"조이킴, 김백찬","아리랑 아리랑 아라리요
아리랑 고개로 넘어간다
나를 버리고 가시는 님은
십리도 못가서 발명난다

아리랑 아리랑 아라리요
아리랑 고개로 넘어간다
나를 버리고 가시는 님은
십리도 못가서 발명난다

아리랑 아리랑 아라리요
아리랑 고개로 넘어간다
",KEIS-0000-0212S,KEIS-0000-0212,KEIS-0000-0212V,QZTAZ2402216,uci:i500-1000009815988.100066328880-1,
2023-03-27,조이킴,,JOY KIM,,ARIRANG,ARIRANG,EP,TRUE,2,아리랑,inst.,,ARIRANG (inst.),,국악,2,4,3,1,,-,-,-,3,고동,2,일반,3,2,5,0,0,0,0,0,04:17,,,,워터투와인,{한국민요},"조이킴, 김백찬, 배예진",,김백찬,,KEIS-0000-0212S,KEIS-0000-0213,,QZTAZ2402217,uci:i500-1000009815988.100066328881-1,
2023-03-27,조이킴,,JOY KIM,,ARIRANG,ARIRANG,EP,TRUE,3,찬송가아리랑,,,Hymn ARIRANG,,국악,2,4,3,5,,노래,-,크리,4,고동,3,일반,3,2,5,0,0,0,0,0,04:17,,,,워터투와인,{한국민요},"조이킴, 김백찬, 배예진","조이킴, {John Newton}","조이킴, 김백찬","아리랑 아리랑 아라리요
아리랑 고개로 넘어간다
나를 버리고 가시는 님은
십리도 못가서 발명난다

Amazing grace how sweet the sound
That saved a wretch like me
I once was lost, but now I'm found
Was blind but now I see

아리랑 아리랑 아라리요
아리랑 고개로 넘어간다
나를 버리고 주 따르오리니
갈보리 고개를 넘어간다

아리랑 아리랑 아라리요
아리랑 고개로 넘어간다
주님 가신 길 나도 가리니
십자가 그 길을 나도 간다

아리랑 아리랑 아라리요
아리랑 고개로 넘어간다

아리랑 아리랑 아라리요
아리랑 주님과 함께 간다
",KEIS-0000-0212S,KEIS-0000-0214,,QZTAZ2402218,uci:i500-1000009815988.100066328882-1,
2023-04-07,Zoo’s,,Zoo’s,,Glory of the Night,Glory of the Night,-,TRUE,1,Glory of the Night,,,Glory of the Night,,재즈,3,3,3,1,,-,-,-,3,현대,4,일반,4,1,5,0,0,0,0,0,03:28,,,,케이저,Zoo’s,"Zoo’s, 황주현",,박호찬,,KEIS-0000-0215S,KEIS-0000-0215,,QZTAY2458794,uci:i500-1000009926493.100066773249-1,
2023-04-21,에네메스,,NMS,,"봄날, 갈라섬 없는 저 하늘처럼",Spring Day,-,TRUE,1,"봄날, 갈라섬 없는 저 하늘처럼",,,Spring Day,,발라드,2,2,1,4,,노래,내향,-,2,현대,2,일반,3,3,5,0,0,0,0,0,03:42,,,,케이저,김선희,한지나,김선희,,,KEIS-0000-0216S,KEIS-0000-0216,,QZTAY2457661,uci:i500-1000010262701.100067692051-1,
2023-05-23,친바오방,,Trinh Bao Bang,,Hours from Here,Hours from Here,EP,TRUE,1,Hours from Here,,,Hours from Here,,발라드,2,3,3,4,,노래,내향,-,3,현대,3,일반,4,3,5,0,0,0,0,0,05:38,,,,케이저,친바오방,친바오방,친바오방,친바오방,"Nói thế nào cuộc tình này phôi phai
Thôi chia tay, lặng lẽ bước đi một mình
Lời yêu thương cũng tan theo mây khói
Kỷ niệm xưa sẽ lãng quên theo thời gian

Vẫn biết rằng cuộc tình này chẳng thể có ngày mai
Mong ước chi hạnh phúc đôi ta nồng say
Dù cố gắng bao nhiêu yêu thương cay đắng
Tình nhạt phai chúng ta đường ai nấy đi

Giờ từ đây, xa cách nhau
Trên con đường bước đi lẻ bóng
Cơn mưa rơi nghe sao nặng lòng
Chuyện tình yêu trôi vào dĩ vãng

Giờ từ đây, ta mất nhau
Do duyên nợ đến đây đã hết
Trên nhân gian có một người đau
Một người yêu bằng tất cả chân tình.
Nói thế nào cuộc tình này phôi phai
Thôi chia tay, lặng lẽ bước đi một mình
Lời yêu thương cũng tan theo mây khói
Kỷ niệm xưa sẽ lãng quên theo thời gian

Vẫn biết rằng cuộc tình này chẳng thể có ngày mai
Mong ước chi hạnh phúc đôi ta nồng say
Dù cố gắng bao nhiêu yêu thương cay đắng
Tình nhạt phai chúng ta đường ai nấy đi

Giờ từ đây, xa cách nhau
Trên con đường bước đi lẻ bóng
Cơn mưa rơi nghe sao nặng lòng
Chuyện tình yêu trôi vào dĩ vãng

Giờ từ đây, ta mất nhau
Do duyên nợ đến đây đã hết
Trên nhân gian có một người đau
Một người yêu bằng tất cả chân tình",KEIS-0000-0217S,KEIS-0000-0217,,QZTAY2456616,uci:i500-1000010444379.100068263906-1,
2023-05-23,친바오방,,Trinh Bao Bang,,Hours from Here,Hours from Here,EP,TRUE,2,Goodbye Love,,,Goodbye Love,,발라드,3,3,3,4,,노래,내향,-,3,현대,3,일반,3,3,5,0,0,0,0,0,04:30,,,,케이저,친바오방,친바오방,친바오방,친바오방,"Tạm biệt nụ hôn, tạm biệt mối tinh
Xin phút giây này nhìn em cuối cùng
Tình đời như mơ, tình tan giấc mơ buồn
Nhưng anh không hề hối hận đã từng yêu em thật lòng
Vẫn biết đắng cay tiếc nuối
Vẫn biết trái tim gọi thầm
Nhưng vì không thể mãi yêu thương một người như thế

Biết bao gian dối chính là em
Người anh yêu trên đường phố với ai
Cùng say đắm ngọt ngào
Trái tim này vỡ nát

Biết em gian dối vẫn lặng im
Một mình anh ôm nỗi đớn đau này
Từ biệt không lời nào
Xin chúc em mãi hạnh phúc ngày sau",KEIS-0000-0217S,KEIS-0000-0218,,QZTAY2456617,uci:i500-1000010444379.100068263907-1,
2023-05-23,친바오방,,Trinh Bao Bang,,Hours from Here,Hours from Here,EP,TRUE,3,Don't Say Goodbye,,,Don't Say Goodbye,,발라드,3,4,3,4,,노래,일반,-,3,현대,3,일반,4,3,5,0,0,0,0,0,03:51,,,,케이저,친바오방,친바오방,친바오방,친바오방,"Đừng bao giờ nói câu chia ly
Khi tình còn mãi trong tim
Đôi khi câu nói khiến ta đau lòng
Dù giận nhau trong lòng còn vấn còn vương
Yêu thương đau đớn mới yêu thật lòng

Đừng bao giờ nói xa cách nhau
Duyên tình đến trong bài thơ 
Hãy biết trân quý tháng năm ngọt ngào
Người dấu yêu nghĩ về mơ ước ngày sau
Thế giới muôn màu ánh nắng chan hòa.

Bao yêu thương say đắm bên nhau
Con tim khao khát giấc mơ mặn nồng
Hạnh phúc hạnh phúc hạnh phúc
Thế gian chỉ có tình yêu tươi đẹp

Trong yêu đương có đắng có cay
Nắm tay vượt qua bão giông mịt mù
Hạnh phuc hạnh phúc hạnh phúc
Sẽ yêu nhau mãi trọn đời không phai",KEIS-0000-0217S,KEIS-0000-0219,,QZTAY2456618,uci:i500-1000010444379.100068263908-1,
2023-05-23,친바오방,,Trinh Bao Bang,,Hours from Here,Hours from Here,EP,TRUE,4,Wounds Never Heal,,,Wounds Never Heal,,발라드,2,3,3,4,,노래,내향,-,3,현대,3,일반,4,3,5,0,0,0,0,0,05:13,,,,케이저,친바오방,친바오방,친바오방,친바오방,"Anh đã sai từng yêu em đắm say
Để rồi em ra đi không một câu giã từ
Anh đã nghe những lời gian dối  trong em
Giọt lệ rơi, thấm ướt giấc mơ ngày nào
Em là niềm đau trong màn đêm tối tăm lạnh lùng.

Khi ánh trăng vừa lên hoa đã tàn
Vì tinh yêu đổi thay em đã vội cất bước
Anh đã sai để từng đêm em vui men say
Giọt sầu rơi cũng vì quá yêu em ngọt ngào
Những ước mơ cùng nhau vươn nắng mai
Tựa bờ vai phút giây em tươi cười hạnh phúc
Tỉnh giác mơ mình anh trong đớn đau
Lòng quặn đau vết thương không bao giờ xóa nhòa.",KEIS-0000-0217S,KEIS-0000-0220,,QZTAY2456619,uci:i500-1000010444379.100068263909-1,
2023-05-23,친바오방,,Trinh Bao Bang,,Hours from Here,Hours from Here,EP,TRUE,5,Oh My Love,,,Oh My Love,,발라드,3,3,3,4,,노래,일반,-,3,현대,3,일반,2,3,5,0,0,0,0,0,03:59,,,,케이저,친바오방,친바오방,친바오방,친바오방,"Oh my love em có nghe thấy trái tim anh rung động
Oh my love anh đã yêu em từ rất lâu rồi
Oh my love xin hãy cho anh phút giây được bên người
Tình đôi ta sẽ mãi sẽ mãi như khúc ca yêu đời

Wo Wo Wo Wo my love… người yêu ơi! Yêu em yêu em suốt đời
Mình trao cho nhau niềm tin. Mình trao cho nhau nụ hôn
Đắm say trong cơn mê này

Wo Wo Wo Wo… hỡi em yêu. Mùa xuân tươi thắm cho đôi mình
Đàn chim hót vang trên trời cao. Câu ca tình yêu 
Người yêu ơi! Mình sẽ yêu nhau yêu nhau nhé em
Đến suốt cuộc đời này
Wo Wo Wo Wo…Em dấu yêu ơi!
Wo Wo Wo Wo… Anh mãi yêu em",KEIS-0000-0217S,KEIS-0000-0221,,QZTAY2456620,uci:i500-1000010444379.100068263910-1,
2023-07-07,에네메스,,NMS,,그의 나라를 노래하리,We Shall Sing His Kingdom,-,TRUE,1,그의 나라를 노래하리,,,We Shall Sing His Kingdom,,종교,3,3,3,5,,노래,일반,크리,3,현대,3,일반,3,1,5,0,0,0,0,0,04:08,,,,케이저,김선희,장우영,"김선희, 이윤희",,"우리 함께 걸어가는 길에 함께 부를 노래 있으니
비록 작고 약하나 아름다운 우린 이 노래를 함께 부르리

우리 함께 꿈꾸는 세상을 소망하는 노래 있으니
함께여서 강하고 아름다운 우린 이 노래를 함께 부르리

공의와 정의가 강물처럼 흐르는 세상 그의 나라를 노래하리
고아와 과부의 하나님 이 땅에 나그네의 하나님 그의 나라를 노래하리

우리 함께 꿈꾸는 세상을 소망하는 노래 있으니
함께여서 강하고 아름다운 우린 이 노래를 함께 부르리

공의와 정의가 강물처럼 흐르는 세상 그의 나라를 노래하리
고아와 과부의 하나님 이 땅에 나그네의 하나님 그의 나라를 노래하리

소망 잃고 주저앉은 마음에 우리 노래 울려 퍼지리
그의 나라 함께 꿈꾸며 우린 노래하리

우리의 평안을 깨뜨리고 세상을 보리 우는 자들과 함께 울리
혐오와 배제를 걷어내고 내 이웃을 사랑하리 그의 나라를 노래하리

공의와 정의가 강물처럼 흐르는 세상 그의 나라를 노래하리
고아와 과부의 하나님 이 땅에 나그네의 하나님 그의 나라를 노래하리",KEIS-0000-0222S,KEIS-0000-0222,,QZTAX2447179,uci:i500-1000010642566.100068864388-1,
2023-08-22,김성수,,Kim Sung-Soo,,Step by Step,Step by Step,-,TRUE,1,Step by Step,,,Step by Step,,팝,4,4,2,1,,-,-,-,2,현대,4,재즈,4,2,5,0,0,0,0,0,04:12,,,,블루쉬림프,김성수,김성수,,,,KEIS-0000-0223S,KEIS-0000-0223,,QZTAX2447175,uci:i500-1000010859380.100069538618-1,
2023-09-01,박다정,,Park Dajeong,,FIND ME,FIND ME,-,TRUE,1,FIND ME,,감채원,FIND ME,,발라드,3,3,3,4,,노래,내향,-,3,현대,3,일반,3,3,5,0,0,0,0,0,04:05,,,,케이저,박다정,강혜인,박다정,,"비가 올 듯 안 올 듯
하늘은 희미해지고
준비 없이 맞이한 오늘
새삼 낯설게 느껴져
길을 잃은 것처럼 
정답을 헤매고 있어
익숙한 듯 떠오른 기억
습관처럼 움직이게 해

파란 하늘 사이
어둡게 번진 안개같이
무력한 시선으로
하늘을 바라보기만 해

마주함이 두렵더라도
괜찮아지도록 꿈을 꿔볼까
예고 없는 비가 쏟아져도
주어진 기회라 생각해 볼까
쫓아오다 사라지기도 하는
저 너머 안개처럼
버거울 땐 한걸음 물러서
마주할 방향을 바꿔봐

하늘 저 멀리 
흔적을 숨긴 태양처럼
보이지 않더라도
높게 떠오를 준비를 해

거울 앞에 선 모습처럼
솔직한 날 발견할 수 있을까
예상되는 결말이더라도
다시 한번 시작해 볼까
간직하고픈 기억이 되도록
기다려 이렇게 잠시
멀어지더라도 겁내지 마
내가 다시 찾아갈 테니까

마주함이 두렵더라도
괜찮아지도록 꿈을 꿔볼까
예고 없는 비가 쏟아져도
주어진 기회라 생각해볼까
쫓아오다 사라지기도 하는
저 너머 안개처럼
버거울 땐 한걸음 물러서
마주할 방향을 바꿔봐",KEIS-0000-0224S,KEIS-0000-0224,,QZTAX2449865,uci:i500-1000010878963.100069603938-1,
2023-09-01,박다정,,Park Dajeong,,FIND ME,FIND ME,-,TRUE,2,FIND ME (inst.),inst.,,FIND ME (inst.),,발라드,3,3,3,1,,-,-,-,3,현대,3,일반,3,2,5,0,0,0,0,0,04:05,,,,케이저,박다정,강혜인,,,,KEIS-0000-0224S,KEIS-0000-0225,,QZTAX2449866,uci:i500-1000010878963.100069603939-1,
2016-06-24,작편단심,,Jag-pyeon-dan-sim,,작편단심 1집,Jag-pyeon-dan-sim 1st Album,EP,FALSE,1,Flowers in Snow,,,Flowers in Snow,,클래식ㅣ서양,3,2,1.5,1,,-,-,-,2.5,고서,2.5,일반,4,3,4,0,2,3,0,2,03:39,,,,케이저,정효정,정효정,,,,KEIS-0000-0226S,KEIS-0000-0226,,,uci:i500-1000011080808.100070157864-1,
2016-06-24,작편단심,,Jag-pyeon-dan-sim,,작편단심 1집,Jag-pyeon-dan-sim 1st Album,EP,FALSE,2,말할까,,,Shall I Say,,재즈,3,3.5,2,4,,노래,일반,-,3,현대,3.5,재즈,2,3.5,5,0,2,2,0,2,03:42,,,,케이저,구태한,구태한,구태한,,"사실 말이야 나 요즘 말이야 뭔가 이상해 내 맘이 말이야
있잖아 나 너를 말이야 진짜 그러니까 내 말은 말이야
잠깐만 답답해죽겠지
난 오늘 꼭 너에게 말할게 있어 널 사사사사사사사 사랑한다고
말할까 말할까 사랑해 아냐 난 못해 절대 못해 그런 말
Shall I say사랑해 내 맘 터질 듯 니가 좋아 좋다고 나 말할까",KEIS-0000-0226S,KEIS-0000-0227,,,uci:i500-1000011080808.100047633240-1,
2016-06-24,작편단심,,Jag-pyeon-dan-sim,,작편단심 1집,Jag-pyeon-dan-sim 1st Album,EP,FALSE,3,너의 하늘을 보아,,,Look at Your Sky,,록,3,3.5,3,4,,노래,일반,-,3,현대,3.5,록,2.5,4.5,5,0,3,3,0,3,04:30,,,,케이저,김선희,박하람,박노해,,"네가 자꾸 쓰러지는 것은 네가 꼭 이룰 것이 있기 때문이야 
네가 길을 잃어버린 것은 네가 가야만 하는 길이 있기 때문이야
너무 힘들어 눈물이 흐를 때는 
가만히 네 마음 가장 깊은 곳에 가 닿은
너의 하늘을 봐
너의 하늘을 봐
 
[Instrument]
 
네가 하늘처럼 생각하는 너를 하늘처럼 바라보는
네가 하늘처럼 생각하는 너를 하늘처럼 바라보는
너의 하늘을 봐
 
네가 울며 가는 것은 네가 꽃피워 낼 것이 있기 때문이야
힘들고 앞이 안보일 때는 너의 하늘을 봐
 
네가 하늘처럼 생각하는 너를 하늘처럼 바라보는
네가 하늘처럼 생각하는 너를 하늘처럼 바라보는
너의 하늘을 봐",KEIS-0000-0226S,KEIS-0000-0228,,,uci:i500-1000011080808.100070157865-1,
2016-06-24,작편단심,,Jag-pyeon-dan-sim,,작편단심 1집,Jag-pyeon-dan-sim 1st Album,EP,FALSE,4,A Clock,,,A Clock,,재즈,4.5,4,2,1,,-,-,-,3,현대,4.5,재즈,3,2.5,5,0,2,2,0,2,04:02,,,,케이저,김성혜,김성혜,,,,KEIS-0000-0226S,KEIS-0000-0229,,,uci:i500-1000011080808.100070157866-1,
2016-06-24,작편단심,,Jag-pyeon-dan-sim,,작편단심 1집,Jag-pyeon-dan-sim 1st Album,EP,FALSE,5,지금과 같기를,,,I hope it's like now,,발라드,2.5,3,3,5,,노래,내향,-,3.5,현대,3,일반,3.5,5,5,0,3,2,0,2,03:20,,,,케이저,선형승,"구태한, 정효정",선형승,,"오늘도 지루하게 숨만 내뱉고 있네요
사진 속의 너를 어루만지며
그대 떠나던 날 모든 일 끝마침을 부러워도 했소
 
이 세상 오래 머물기 바라지 않으니
그대 따라 떠나길 간절히 바라오
다음 세상에서 혹시 서로 만나게 되면
그 인연 지금과 같기를
 
(bridge)
조금만 더 함께할 걸, 조금만 더 사랑할 걸
우리 다시 만나면, 그럴 수 있다면.
 
이 세상 오래 머물기 바라지 않으니
그대 따라 떠나길 간절히 바라오
다음 세상에서 혹시 서로 만나게 되면
그 인연 지금과 같기를
 
오늘도 지루하게 숨만 쉬네요. 그대 그리며",KEIS-0000-0226S,KEIS-0000-0230,,,uci:i500-1000011080808.100070157867-1,
2023-10-28,김성수,,Kim Sung-soo,,On the Ground,On the Ground,-,TRUE,1,"조화, 그리고 부조화",,,Balance and Unbalance,,재즈,5,4,2,1,,-,-,-,2,현대,4,재즈,4,2,5,0,0,0,0,0,06:10,,,,블루쉬림프,김성수,김성수,,,,KEIS-0000-0231S,KEIS-0000-0231,,QZTAX2416105,uci:i500-1000011374550.100071148769-1,
2023-10-28,김성수,,Kim Sung-soo,,On the Ground,On the Ground,-,TRUE,2,바다 위 제주,,,JEJU on the Sea,,재즈,4,3,2,1,,-,-,-,2,현대,3,재즈,4,2,5,0,0,0,0,0,03:44,,,,블루쉬림프,김성수,김성수,,,,KEIS-0000-0231S,KEIS-0000-0232,,QZTAX2416106,uci:i500-1000011374550.100071148770-1,
2023-11-10,김자경,,Gim Ja-gyeong,,무슨 소용인건데,That was Useless,-,TRUE,1,무슨 소용인건데,,,That was Useless,,발라드,3,3,3,5,,노래,내향,-,3,현대,3,일반,4,4,5,0,0,0,0,0,04:22,,,,케이저,이주환,임수혁,이주환,,"우리 이별 한지 참 오래됐구나
이젠 나도 좀 익숙해졌어
네가 바래다주던 길에서
나 혼자 우는 것도 다 지난 일이 됐어
사랑 한단 말을 참 밥 먹듯이 하던
지겨울 만큼 날 많이 안아주던
서로가 아니라면 죽을 것 같았던 너는
이제 없는데
이제 와서 그게 다 무슨
우리의 끝은 남보다 못한 사인 거잖아

그토록 애틋했던 기억 다 지난 일뿐인 건데
아무 소용 없는 건데

내 맘을 나보다도 잘 알고 있었던
힘이 들 때마다 어깰 내어주던
너 없이 사는 법을 다 잊게 만들고 혼자 남겨진
나는 어떡해

이제 와서 그게 다 무슨 
소용인 건데

우리의 끝은 남보다 못한 사인 거잖아

그토록 애틋했던 기억 다 지난 일뿐인 건데
아무 소용 없는 건데

참 우스워 이런 내 모습이 지금 이 순간에도
난 너만 찾아 나만큼은 아니라도
너무 이기적이어도 너도 미칠 듯 아팠으면 해
이제 와서 그게 다 무슨 소용인 건데
이제 와서 후회해 봐도 소용 없는데
우리 이제는 그때로 다시 갈 수 없잖아
그토록 사랑했던 기억 다 지난 일 뿐인 건데
아무 소용 없는 건데",KEIS-0000-0233S,KEIS-0000-0233,,QZTAX2416083,uci:i500-1000011484734.100071659225-1,
2023-11-10,김자경,,Gim Ja-gyeong,,무슨 소용인건데,That was Useless,-,TRUE,2,무슨 소용인건데 (inst),inst.,,That was Useless (inst),,발라드,3,3,3,1,,-,-,-,3,현대,3,일반,3,3,5,0,0,0,0,0,04:22,,,,케이저,이주환,임수혁,,,,KEIS-0000-0233S,KEIS-0000-0234,,QZTAX2416084,uci:i500-1000011484734.100071659226-1,
2023-11-28,박성훈,,Seonghoon Park,,Fly with Me,Fly with Me,-,TRUE,1,Fly with Me,,,Fly with Me,,팝,4,4,4,4,,노래,일반,-,3,현대,3,일반,2,4,5,0,0,0,0,0,03:19,,,,엔하모닉뮤직,박성훈,박성훈,박성훈,,,KEIS-0000-0235S,KEIS-0000-0235,,QZTAX2415108,uci:i500-1000011617304.100072171566-1,
2023-11-28,박성훈,,Seonghoon Park,,Fly with Me,Fly with Me,-,TRUE,2,Fly with Me (inst.),inst.,,Fly with Me (inst.),,팝,4,4,4,1,,-,-,-,3,현대,3,일반,2,3,5,0,0,0,0,0,03:19,,,,엔하모닉뮤직,박성훈,박성훈,,,,KEIS-0000-0235S,KEIS-0000-0236,,QZTAX2415109,uci:i500-1000011617304.100072171567-1,
2023-11-28,이선행,,Yi Son-Haeng,,두근두근, Fly with Me,-,TRUE,1,두근두근,,정민영,Palpitating,,팝,3,3,4,5,,노래,내향,-,3,현대,3,일반,3,4,5,0,0,0,0,0,03:20,,,,엔하모닉뮤직,이선행,박성훈,이선행,,,KEIS-0000-0237S,KEIS-0000-0237,,QZTAW2477459,uci:i500-1000011617378.100072171769-1,
2023-11-28,이선행,,Yi Son-Haeng,,두근두근, Fly with Me,-,TRUE,2,두근두근 (inst.),,,Palpitating (inst.),,팝,3,3,4,1,,-,-,-,3,현대,3,일반,3,4,5,0,0,0,0,0,03:20,,,,엔하모닉뮤직,이선행,박성훈,,,,KEIS-0000-0237S,KEIS-0000-0238,,QZTAW2477460,uci:i500-1000011617378.100072171770-1,
2023-11-29,에네메스,,NMS,,우리 다시 만나는 그 날에,I Will See You Again,-,TRUE,1,우리 다시 만나는 그 날에,,,I Will See You Again,,CCM,2,3,2,4,,노래,내향,크리,3,현대,3,일반,3,3,5,0,0,0,0,0,04:45,,,,케이저,김선희,장우영,김선희,,,KEIS-0000-0239S,KEIS-0000-0239,,QZTAW2433192,uci:i500-1000011621096.100072183153-1,
2023-11-29,에네메스,,NMS,,우리 다시 만나는 그 날에,I Will See You Again,-,TRUE,2,우리 다시 만나는 그 날에 (inst.),inst.,,I Will See You Again (inst.),,CCM,2,3,2,1,,-,-,-,3,현대,3,일반,3,3,5,0,0,0,0,0,,,,,케이저,김선희,장우영,,,,KEIS-0000-0239S,KEIS-0000-0240,,QZTAW2433193,uci:i500-1000011621146.100072183372-1,
2023-12-14,곽윤종,,Gwak Yun-jong,,Rainbow Bridge 1,Rainbow Bridge 1,EP,TRUE,1,Strange Street,,,Strange Street,,OST,2,4,4,1,,-,-,-,3,현대,3,일반,2,2,5,0,0,0,0,0,,,,,블루쉬림프,곽윤종,곽윤종,,,,KEIS-0000-0241S,KEIS-0000-0241,,QZTAW2486768,uci:i500-1000011703875.100072485965-1,
2023-12-14,곽윤종,,Gwak Yun-jong,,Rainbow Bridge 1,Rainbow Bridge 1,EP,TRUE,2,Aurora,,,Aurora,,OST,3,4,4,1,,-,-,-,3,현대,3,일반,3,2,5,0,0,0,0,0,,,,,블루쉬림프,곽윤종,곽윤종,,,,KEIS-0000-0241S,KEIS-0000-0242,,QZTAW2486770,uci:i500-1000011703875.100072485966-1,
